Person ID,X,Y
120,146,326
120,146,326
120,145,326
120,145,325
120,144,325
120,144,326
120,143,326
120,143,326
120,142,325
120,142,325
120,141,325
120,87,492
120,83,496
120,83,499
120,84,499
120,84,498
120,85,497
120,86,497
120,86,497
120,86,495
120,86,494
120,87,495
120,86,496
120,85,495
120,86,495
120,86,496
120,86,496
120,86,497
120,86,494
120,86,495
120,86,495
120,85,496
120,85,497
120,85,498
120,84,499
120,84,500
120,84,501
120,84,502
120,83,502
120,83,503
120,82,504
120,82,505
120,81,506
120,81,507
120,81,508
120,81,509
120,80,510
120,80,511
120,80,512
120,79,512
120,79,514
120,79,514
120,78,515
120,78,516
120,77,517
120,77,518
120,77,519
120,77,520
120,77,521
120,76,522
210,1280,312
210,1276,307
210,1271,302
210,1268,296
210,1263,290
210,1259,285
210,1255,280
210,1251,274
210,1247,269
210,1243,263
210,1239,258
210,1234,252
210,1231,247
210,1226,242
210,1222,236
210,1218,230
210,1214,225
210,1210,220
210,1206,214
210,1202,209
210,1197,203
210,1193,198
210,1189,192
210,1185,187
210,1181,182
210,1177,177
210,1173,171
210,1169,165
210,1164,160
210,1160,155
213,206,205
213,219,159
213,225,154
213,232,149
213,241,150
213,245,152
213,248,153
213,250,152
213,253,151
213,255,150
213,257,149
213,299,184
213,307,188
213,314,191
213,320,193
213,327,196
213,333,199
213,316,190
213,313,167
213,317,167
213,321,166
213,318,186
213,321,187
213,324,189
213,327,191
213,331,192
213,317,190
213,319,191
213,316,189
213,318,190
213,319,191
213,318,193
213,318,194
213,320,195
213,321,196
213,321,197
213,323,198
213,324,199
213,325,200
213,326,202
213,327,202
213,328,204
213,310,189
213,309,189
213,309,189
213,309,190
213,308,190
213,308,190
213,308,191
213,307,191
213,307,191
213,307,191
213,307,191
213,306,192
213,306,192
213,306,192
213,305,192
213,305,192
213,305,192
213,304,192
213,304,192
213,304,193
213,303,193
213,394,243
213,398,246
213,403,248
213,408,251
213,412,254
213,417,257
213,385,240
213,383,237
213,377,236
213,377,235
213,371,233
213,366,232
213,365,231
213,362,232
213,363,231
213,364,231
213,364,231
213,368,232
213,369,232
213,369,232
213,369,232
213,369,232
213,388,278
213,390,284
213,393,287
213,394,285
213,394,285
213,407,275
213,415,275
213,418,278
213,421,280
213,424,282
213,427,284
213,404,294
213,405,297
213,411,288
213,425,289
213,430,292
213,434,290
213,435,290
213,436,289
213,435,287
213,437,286
213,443,283
213,444,288
213,442,290
213,438,287
213,434,283
213,433,283
213,433,283
213,433,282
213,434,282
213,435,282
213,435,282
213,435,282
213,436,281
213,383,284
213,379,285
213,373,291
213,368,290
213,366,289
213,365,291
213,357,294
213,355,296
213,355,298
213,352,299
213,349,300
213,346,302
213,342,303
213,354,307
213,352,308
213,351,309
213,349,311
213,346,312
213,345,313
213,343,315
213,341,316
213,339,317
213,337,319
213,335,320
213,379,247
213,379,243
213,378,244
213,380,244
213,379,246
213,380,244
213,380,242
213,381,240
213,381,238
213,383,236
213,383,234
213,377,235
213,377,233
213,377,232
213,377,230
213,377,229
213,377,227
213,377,225
213,377,224
213,378,222
213,377,220
213,377,219
213,377,217
213,378,215
213,378,214
213,377,212
213,378,210
213,378,209
213,378,207
213,378,205
213,378,204
213,378,202
213,378,200
213,378,199
213,378,197
213,378,195
213,392,234
213,393,234
213,393,234
213,394,234
213,395,234
213,396,234
213,396,234
213,397,234
213,397,235
213,398,235
213,399,235
213,399,235
213,400,235
213,401,235
213,401,235
213,378,298
213,379,300
213,378,304
213,378,308
213,377,311
213,376,315
213,376,319
213,375,322
213,374,326
213,374,330
213,373,333
213,372,337
213,371,341
213,371,344
213,370,348
213,370,352
213,369,355
213,368,359
213,368,363
213,367,366
213,367,370
213,366,374
213,365,377
213,364,381
213,364,385
213,363,389
213,362,392
213,362,396
213,361,400
213,360,404
213,360,407
213,359,411
218,448,67
218,447,67
218,446,66
218,445,65
218,445,65
218,444,64
218,443,63
218,443,63
218,442,62
218,441,61
218,440,61
218,439,60
218,439,59
218,438,59
218,437,58
218,437,57
218,436,57
218,435,56
218,434,55
218,433,55
218,432,54
218,432,53
218,431,52
218,430,52
218,430,51
218,429,50
218,428,50
218,427,49
218,426,48
218,411,121
218,410,123
218,408,125
218,407,127
218,406,129
218,404,131
218,403,133
218,402,135
218,400,136
218,399,138
218,398,140
218,396,142
218,396,132
218,397,133
218,398,132
218,398,132
218,398,129
218,399,130
218,398,132
218,397,132
218,397,133
218,396,133
218,395,134
218,394,134
218,394,135
218,393,136
218,393,136
218,392,137
218,392,138
218,391,138
218,391,139
218,390,139
218,389,140
218,447,104
218,450,103
218,453,101
218,456,100
218,459,98
218,462,97
218,465,95
218,467,93
218,470,92
218,473,91
218,476,89
218,479,87
218,481,87
218,484,85
218,487,83
218,490,82
218,493,80
218,496,79
218,499,77
218,466,116
218,466,116
218,461,114
218,464,116
218,469,118
218,474,116
218,477,117
218,479,117
218,480,118
218,482,118
218,484,118
218,486,119
218,487,119
218,489,119
218,395,114
218,389,114
218,388,113
218,387,113
218,386,113
218,386,113
218,386,116
218,386,114
218,383,112
218,385,111
218,385,110
218,389,111
218,387,109
218,380,111
218,378,111
218,388,112
218,387,112
218,385,110
218,384,110
218,383,111
218,384,113
218,387,115
218,449,97
218,463,113
218,467,120
218,467,122
218,478,138
218,477,143
218,478,146
218,474,147
218,471,151
218,471,156
218,475,159
218,464,155
218,454,153
218,452,190
218,453,195
218,454,200
218,455,206
218,456,211
218,457,216
218,457,221
218,459,227
218,459,232
218,461,237
218,462,243
218,462,248
218,464,253
218,464,258
218,465,264
218,466,269
218,467,275
218,399,124
218,403,128
218,401,126
218,399,124
218,397,122
218,395,120
218,393,118
218,391,116
218,389,114
218,387,112
218,385,110
218,383,108
218,382,106
218,380,104
218,390,118
218,388,115
218,387,114
218,386,113
218,385,112
218,384,111
218,382,110
218,382,109
218,380,108
218,392,110
218,390,110
218,389,110
218,390,108
218,392,109
218,391,108
218,389,108
218,391,108
218,391,109
218,393,109
218,393,109
218,393,110
218,393,110
218,395,110
218,395,108
218,395,108
218,393,110
218,393,110
218,392,110
218,391,111
218,393,111
218,392,110
218,395,109
218,396,109
218,396,109
218,391,113
218,389,113
218,393,113
218,396,113
218,396,113
218,397,113
218,398,113
218,398,113
218,398,113
218,399,113
218,399,114
218,450,131
218,452,125
218,451,123
218,453,129
218,454,134
218,453,137
218,451,128
218,450,124
218,448,124
218,446,123
218,444,122
218,448,123
218,454,134
218,457,137
218,452,129
218,452,126
218,449,125
218,453,135
218,454,138
218,453,139
218,450,140
218,451,140
218,452,141
218,452,143
218,449,143
218,446,143
218,447,142
218,448,141
218,448,142
218,451,141
218,451,142
218,455,143
218,458,143
218,457,142
218,458,142
218,456,143
218,457,144
218,457,144
218,451,143
218,449,143
218,453,143
218,451,144
218,451,145
218,451,143
218,450,143
218,450,140
218,449,140
218,449,140
218,446,140
218,445,140
218,444,140
218,444,140
218,443,140
218,443,139
218,442,139
223,819,98
223,852,101
223,866,102
223,873,102
223,883,100
223,890,101
223,894,98
223,904,100
223,907,102
223,914,103
223,917,104
223,929,105
223,935,109
223,955,124
223,964,132
223,965,137
223,964,136
223,962,136
223,964,136
223,961,135
223,961,134
223,960,134
223,954,133
223,949,133
223,947,133
223,947,133
223,946,134
223,947,133
223,946,133
223,947,134
223,946,134
223,946,134
223,946,134
223,946,134
223,946,133
223,946,135
223,945,135
223,946,134
223,945,135
223,945,134
223,945,134
223,946,135
223,947,135
223,946,135
223,947,135
223,946,135
223,946,135
223,946,135
223,947,135
223,947,135
223,948,135
223,948,134
223,948,135
223,948,134
223,949,133
223,950,133
223,950,134
223,950,134
223,951,134
223,952,134
223,950,134
223,950,134
223,950,134
223,951,134
223,952,134
223,952,134
223,953,134
223,954,134
223,954,134
223,953,134
223,953,135
223,953,136
223,950,135
223,950,135
223,950,136
223,949,135
223,948,136
223,948,135
223,948,135
223,949,136
223,949,136
223,949,136
223,947,135
223,946,135
223,946,135
223,944,137
223,946,137
223,946,137
223,948,137
223,948,137
223,948,136
223,948,137
223,949,137
223,949,137
223,947,136
223,947,136
223,946,136
223,948,136
223,947,137
223,947,136
223,946,135
223,945,134
223,944,135
223,945,134
223,945,134
223,948,134
223,947,133
223,946,133
223,945,133
223,945,133
223,945,132
223,948,132
223,952,132
223,955,132
223,955,132
223,952,131
223,945,116
223,939,110
223,937,127
223,924,128
223,922,113
223,920,120
223,920,107
223,919,103
223,919,99
223,919,101
223,918,99
223,916,98
223,920,101
223,927,104
223,931,107
223,933,109
223,932,111
223,933,111
223,933,112
223,903,107
223,900,106
223,895,106
223,895,104
223,896,108
223,899,109
223,900,109
223,902,111
223,902,113
223,902,114
223,901,114
223,901,114
223,904,116
223,922,119
223,924,119
223,926,120
223,927,121
223,948,118
223,951,118
223,955,119
223,958,119
223,962,120
223,965,120
223,969,120
223,972,121
223,976,121
223,979,122
223,983,122
223,986,123
223,990,123
223,993,124
223,997,124
223,1000,124
223,1003,125
223,1007,125
223,1010,126
223,1014,126
223,1017,127
223,1021,127
223,1024,128
223,1028,128
223,1031,128
223,1035,129
223,1038,129
223,1042,130
223,1045,131
223,1049,131
223,1052,132
226,1412,555
226,1343,552
226,1320,549
226,1311,541
226,1310,529
226,1310,522
226,1310,519
226,1312,500
226,1310,489
226,1310,478
226,1311,469
226,1317,463
226,1328,459
226,1328,457
226,1326,473
226,1321,478
226,1312,481
226,1309,481
226,1305,480
226,1300,480
226,1283,478
226,1276,465
226,1265,461
226,1264,453
226,1267,450
226,1270,447
226,1271,447
226,1281,444
226,1289,447
226,1297,455
226,1297,468
226,1300,469
226,1299,466
226,1299,467
226,1299,462
226,1303,461
226,1305,459
226,1308,458
226,1314,454
226,1316,448
226,1313,441
226,1308,437
226,1311,431
226,1310,428
226,1311,425
226,1306,418
226,1305,415
226,1304,411
226,1305,410
226,1307,405
226,1308,408
226,1309,407
226,1309,408
226,1319,402
226,1330,395
226,1338,404
226,1334,417
226,1330,426
226,1335,409
226,1341,396
226,1345,387
226,1348,377
226,1346,373
226,1343,375
226,1340,374
226,1334,373
226,1333,374
226,1327,370
226,1323,385
226,1330,374
226,1329,369
226,1328,367
226,1328,366
226,1327,363
226,1327,362
226,1327,359
226,1326,358
226,1326,356
226,1325,354
226,1325,352
226,1388,468
226,1281,529
226,1274,541
226,1266,554
226,1259,566
226,1251,578
226,1303,521
226,1306,514
226,1304,519
226,1302,524
226,1338,531
226,1351,532
226,1375,514
226,1385,514
226,1396,507
226,1403,508
226,1409,509
226,1416,510
226,1442,466
226,1448,478
226,1455,477
226,1464,475
226,1471,474
226,1479,472
226,1487,471
226,1495,469
226,1503,468
226,1511,466
226,1519,464
226,1527,463
226,1535,462
226,1543,460
226,1551,459
226,1559,457
226,1566,456
226,1575,454
226,1583,453
226,1590,451
226,1599,449
226,1606,448
226,1614,447
226,1622,445
226,1630,444
226,1638,442
226,1646,441
226,1654,439
226,1662,438
226,1670,436
226,1678,435
226,1686,433
232,539,124
232,543,123
232,545,123
232,543,123
232,540,122
232,538,123
